placa,chassi,associado,cpf,dt_nascimento,marca,modelo,ano_de_fabricacao,valor_fipe,linha,dt_contrato,situacao,telefone,email,estado,cidade,ingested_at
TRK-0629,DOV9Q9YYM3D2UPJ99,FERNANDA BARBOSA BARBOSA,835.967.622-71,06/01/1986,OUTROS,SR/GUERRA AG GR,2014,"R$ 70.000,00",PESADOS,20/1/2024,INATIVO,(18) 95183-7366,pedro.melo.araújo@gmail.com,,Cascavel,2026-02-05 01:54:33.557723 UTC
OOY-9122,TIJ982D2AWVUPFBHZ,LETÍCIA ROCHA SILVA,528.485.434-22,04/01/1971,OUTROS,SR/GUERRA AG GR,2014,"R$ 180.000,00",PESADOS,1/9/2024,SUSPENSO TEMPORARIAMENTE,(88) 91932-8462,ana.ferreira.lima@gmail.com,PR,Chopinzinho,2026-02-05 01:54:33.557723 UTC
YYT-9192,I6F186GE2QUM9PEE3,FERNANDA SIL´VA SILVA´,989.508.490-49,03/12/1988,OUTROS,SR/GUERRA AG GR,2018,"R$ 130.000,00",PESADOS,18/8/2024,INATIVO,(48) 96863-3,,RS,São Lourenço do Oeste,2026-02-05 01:54:33.557723 UTC
GWM-4740,024YKOVDB64RD77T6,LARISSA BARBOSA PEREIRA,486.684.717-97,09/10/1987,OUTROS,SR/GUERRA AG GR,2019,"R$ 115.000,00",PESADOS,18/8/2024,INATIVO,(47) 92559-5,letícia.barbosa.ribeiro@hotmail.com,PR,São Lourenço do Oeste,2026-02-05 01:54:33.557723 UTC
REX-7257,MXJ1RVPM98TSI2FMN,!larissa martins ferreira,341.593.404-94,23/05/1982,OUTROS,SR/GUERRA AG GR,2018,"R$ 150.000,00",PESADOS,10/2/2025,ATIVO,,maria.costa.ribeiro@ficticio.com.br,PR,Bagé,2026-02-05 01:54:33.557723 UTC
QEY-7681,QZZ5KH87GEXEH7N41,JOÃO MARTINS ARAÚJO,412.719.876-13,25/02/1980,OUTROS,SR/GUERRA AG GR,2022,"R$ 200.000,00",PESADOS,5/12/2023,INATIVO,(63) 99979-1968,camila.ribeiro.costa@outlook.com,PR,Palmeira das Missões,2026-02-05 01:54:33.557723 UTC
ETW-8019,K41NAVTSHQ9VRXREP,JULIA FERREIRA BARBOSA,274.276.948-35,15/02/1980,OUTROS,SR/GUERRA AG GR,2023,"R$ 140.000,00",PESADOS,30/4/2024,INATIVO,(74) 92679-7746,maria.rocha.pereira@empresa.com,PR,São José do Cedro,2026-02-05 01:54:33.557723 UTC
HFF-9585,21Y0HJ4HRQ9THRRI9,LETÍCIA PEREIRA SILVA,729.254.562-73,06/01/1991,OUTROS,SR/GUERRA AG GR,2023,"R$ 140.000,00",PESADOS,30/4/2024,INATIVO,(34) 93430-2591,lucas.cardoso.cardoso@outlook.com,SC,Cascavel,2026-02-05 01:54:33.557723 UTC
YEY-7936,D35HLCYJ9BBJI6HJ5,JULIA   SILVA   ROCH-A,536.997.401-68,24/01/1984,OUTROS,SR/GUERRA AG GR,2023,"R$ 140.000,00",PESADOS,30/4/2024,INATIVO,(30) 97165-4,beatriz.ferreira.cardoso@outlook.com,PR,Sarandi,2026-02-05 01:54:33.557723 UTC
MWY-9323,RTOU8JLCGZW9A9DNG,BRUNA CARVALHO LIMA,227.255.944-46,23/11/1977,OUTROS,SR/GUERRA AG GR,2008,"R$ 75.000,00",PESADOS,30/4/2024,INATIVO,(47) 90193-1948,larissa.martins.rodrigues@gmail.com,PR,Pinhalão,2026-02-05 01:54:33.557723 UTC
IMU-7817,S97KCOL3NNOYK4BXX,GABRIEL COSTA OLIVEIRA,504.456.475-28,18/02/1988,OUTROS,SR/GUERRA AG GR,2008,"R$ 75.000,00",PESADOS,30/4/2024,INATIVO,(26) 94243-8348,mateus.costa.lima@empresa.com,PR,Cambé,2026-02-05 01:54:33.557723 UTC
NQK-1348,JW3SPYSDRFBIPMQ6T,$ana   SiLVa   ROD~RIgUeS,846.585.518-67,05/09/1991,OUTROS,SR/GUERRA AG GR,1996,"R$ 65.000,00",PESADOS,2/4/2025,ATIVO,,bruna.santos.alves@hotmail.com,PR,Dom Pedrito,2026-02-05 01:54:33.557723 UTC
XDJ-1809,SQRFJDSS88G9MW1N3,!bruna alves ribeiro,864.425.600-44,27/09/1982,OUTROS,SR/GUERRA AG GR,1993,"R$ 30.000,00",PESADOS,1/12/2023,INATIVO,64946246249,lucas.carvalho.cardoso@outlook.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
ELB-1289,56MD3EHBJUAFLGXPW,JULIA OLIVEIRA SOUZA,632.222.752-34,11/03/1967,OUTROS,SR/GUERRA AG GR,2008,"R$ 40.000,00",PESADOS,17/10/2024,INATIVO,(82) 92561-6394,julia.cardoso.costa@ficticio.com.br,PR,Enéas Marques,2026-02-05 01:54:33.557723 UTC
CJS-0196,JCSLEG3867GGU21KK,RICARDO   MELO   ALVES,989.920.513-22,16/05/1977,OUTROS,SR/GUERRA AG GR,2008,"R$ 40.000,00",PESADOS,17/10/2024,INATIVO,(23) 93953-7,ricardo.santos.cardoso@ficticio.com.br,RS,Cianorte,2026-02-05 01:54:33.557723 UTC
OMS-7303,V3M83JHPFPBIIC4LJ,BRUNA MARTINS RIBEIRO,382.938.739-27,09/03/1974,OUTROS,SR/GUERRA AG GR,1999,"R$ 50.000,00",PESADOS,15/5/2024,INATIVO,(25) 90802-4714,rodrigo.silva.rodrigues@empresa.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
QJJ-9539,HXMVCB8Q2NEG4NGYX,RAFAEL COSTA CARVALHO,844.534.698-80,15/11/1980,OUTROS,SR/GUERRA AG GR,1999,"R$ 50.000,00",PESADOS,15/5/2024,INATIVO,(54) 93602-5566,camila.santos.costa@empresa.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
PKO-9459,B2IA3QWR6VS4J2SDB,RODRIGO CARDOSO GOMES,115.768.841-50,22/08/1975,OUTROS,SR/GUERRA AG GR,2011,"R$ 40.000,00",PESADOS,25/2/2025,ATIVO,(18) 91112-1581,camila.martins.ribeiro@outlook.com,PR,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
RLU-3466,LJWNDYOW8V134U8W2,Fe$RNANDa COSta silvA,400.762.557-98,25/12/1984,OUTROS,SR/GUERRA AG GR,2011,"R$ 40.000,00",PESADOS,25/2/2025,ATIVO,,fernanda.oliveira.araújo@outlook.com,PR,Vitorino,2026-02-05 01:54:33.557723 UTC
HYT-4294,4DC6R4UDWNQMC8NBK,LUCAS  LIMA  COSTA,541.265.115-61,27/03/1979,OUTROS,SR/GUERRA AG GR,1990,"R$ 150.000,00",PESADOS,1/11/2024,INATIVO,TEL: (35) 99809-8602,joão.gomes.lima@outlook.com,PR,Inácio Martins,2026-02-05 01:54:33.557723 UTC
VKM-8336,A8XB1ABX7BE8CZ02I,ANA LIMA ARAÚJO,854.587.617-54,16/02/1985,OUTROS,SR/GUERRA AG GR,2024,"R$ 223.800,00",PESADOS,10/9/2024,INATIVO,(28) 95048-3083,rodrigo.rocha.santos@outlook.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
WJZ-1930,WDDWHSB71K3O5VZMO,MATEUS MELO COSTA,193.247.469-11,10/05/1989,OUTROS,SR/GUERRA AG GR,2008,"R$ 35.000,00",PESADOS,5/3/2024,INATIVO,(83) 96015-3121,camila.santos.santos@gmail.com,PR,Londrina,2026-02-05 01:54:33.557723 UTC
RPH-8146,IJMX82SG5UYHR21MU,AMANDA CARDOSO ARAÚJO,989.728.970-97,23/05/1976,OUTROS,SR/GUERRA AG GR,2008,"R$ 35.000,00",PESADOS,5/3/2024,INATIVO,(59) 95556-1,,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
RVU-8855,YPHK8A9BOSPRWC0NJ,RICARDO BARBOSA BARBOSA,884.188.440-24,03/07/1985,OUTROS,SR/GUERRA AG GR,2012,"R$ 75.000,00",PESADOS,25/2/2024,INATIVO,,larissa.gomes.rodrigues@empresa.com,PR,Pinhalão,2026-02-05 01:54:33.557723 UTC
MOX-5144,QNCHQQKG6B1JJ3AL8,`MATEUS  ARAÚJO  LIMA,552.261.384-21,08/03/1989,OUTROS,SR/GUERRA AG GR,1999,"R$ 35.000,00",PESADOS,23/10/2024,INATIVO,(85) 99480-8,joão.martins.carvalho@outlook.com,RS,Cascavel,2026-02-05 01:54:33.557723 UTC
MEH-9454,C3FMV3XJPBUYTBF2W,gABRiel Melo BArbOsa,852.249.587-51,12/08/1974,OUTROS,SR/GUERRA AG GR,2010,"R$ 110.000,00",PESADOS,28/11/2024,INATIVO,(98) 94974-5,,PR,Clevelândia,2026-02-05 01:54:33.557723 UTC
LBD-0601,4YB9O3Q7BJ90WUFKE,MARIA RIBEIRO COSTA,447.220.649-93,15/08/1979,OUTROS,SR/GUERRA AG GR,2005,"R$ 122.500,00",PESADOS,26/9/2024,INATIVO,(70) 92637-8779,bruna.almeida.cardoso@ficticio.com.br,SP,Cascavel,2026-02-05 01:54:33.557723 UTC
MVP-9093,FG8HR4KALQOO0YRML,PEDRO MELO SILVA,526.111.801-39,09/02/1973,OUTROS,SR/GUERRA AG GR,2005,"R$ 122.500,00",PESADOS,26/9/2024,INATIVO,(44) 91939-9476,pedro.cardoso.melo@ficticio.com.br,PR,Londrina,2026-02-05 01:54:33.557723 UTC
ZDX-1142,0R5CT6GV10RD88DWC,FERNANDA CARVALHO GOMES,924.476.125-67,07/02/1970,OUTROS,SR/GUERRA AG GR,2002,"R$ 40.000,00",PESADOS,8/8/2025,ATIVO,(95) 95475-2334,amanda.oliveira.oliveira@gmail.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
XEH-9519,6ICCURK7XOJ7XQPV8,TIAGO MARTINS COSTA,889.710.145-91,05/01/1974,OUTROS,SR/GUERRA AG GR,2002,"R$ 40.000,00",PESADOS,8/8/2025,ATIVO,(61) 99981-9972,camila.ferreira.barbosa@empresa.com,PR,Imbaú,2026-02-05 01:54:33.557723 UTC
XPT-3440,SR9T1NOV25740G3Z9,JULIA BARBOSA SOUZA,964.487.885-39,15/02/1987,OUTROS,SR/GUERRA AG GR,2008,"R$ 50.000,00",PESADOS,4/9/2023,INATIVO,(57) 91927-6102,ricardo.rocha.oliveira@ficticio.com.br,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
PMB-5577,XFJAW7HGS7M0WIU7Y,gab#rIel  bARBOSA  LiMa@,163.461.261-66,02/10/1981,OUTROS,SR/GUERRA AG GR,1997,"R$ 25.000,00",PESADOS,20/9/2024,INATIVO,58914236179,rafael.barbosa.santos@empresa.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
JMA-9670,3M6KK2H7LBSDX97BN,MATEUS OLIVEIRA ROCHA,776.656.225-38,14/06/1973,OUTROS,SR/GUERRA AG GR,2000,"R$ 50.000,00",PESADOS,5/5/2024,INATIVO,(46) 91039-4586,rodrigo.oliveira.ferreira@outlook.com,PR,Cambé,2026-02-05 01:54:33.557723 UTC
TRE-2196,ECPHZFI8GXPUYIDCL,LARISSA CARDOSO RODRIGUES,908.178.676-27,18/08/1969,OUTROS,SR/GUERRA AG GR,2011,"R$ 80.000,00",PESADOS,26/3/2025,ATIVO,(34) 96863-3998,joão.pereira.santos@empresa.com,PR,Cambé,2026-02-05 01:54:33.557723 UTC
LYD-2550,8SUM6AXVL8HIEK1J7,Ma~Teus CaRDoSo carVaLho,775.795.987-95,12/03/1989,OUTROS,SR/GUERRA AG GR,2007,"R$ 35.000,00",PESADOS,13/10/2023,INATIVO,TEL: (33) 95070-9074,amanda.melo.martins@ficticio.com.br,PR,São Lourenço do Oeste,2026-02-05 01:54:33.557723 UTC
YBV-6111,J54YGHINJYD741S36,CAMILA CARVALHO CARDOSO,654.821.482-77,26/11/1968,OUTROS,SR/GUERRA AG GR,2005,"R$ 35.000,00",PESADOS,13/10/2023,INATIVO,(57) 98296-2922,amanda.alves.ribeiro@ficticio.com.br,SC,Clevelândia,2026-02-05 01:54:33.557723 UTC
LMJ-1648,URH25N4GIBGL84R6G,MARIA MARTINS SOUZA,910.101.506-35,21/09/1988,OUTROS,SR/GUERRA AG GR,2007,"R$ 50.000,00",PESADOS,10/6/2024,INATIVO,(96) 91140-6383,ana.rocha.barbosa@gmail.com,PR,Nova Prata do Iguaçu,2026-02-05 01:54:33.557723 UTC
PUV-6193,VZ9J4OKWJR4ANBDS2,MARIA MARTINS SOUZA´!,650.181.259-13,12/10/1991,OUTROS,SR/GUERRA AG GR,2007,"R$ 50.000,00",PESADOS,10/6/2024,INATIVO,TEL: (76) 99632-4526,,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
HQP-9778,WI8ATLTQY7I1XBATT,LETÍCIA OLIVEIRA CARDOSO,287.619.224-93,14/07/1979,OUTROS,SR/GUERRA AG GR,1998,"R$ 120.000,00",PESADOS,30/10/2023,INATIVO,,joão.barbosa.cardoso@outlook.com,RS,São Lourenço do Oeste,2026-02-05 01:54:33.557723 UTC
VOR-3667,0HDDK3TTFKUHGJESS,MARIA  aLvES  FerR!eIrA,111.843.794-23,28/11/1969,OUTROS,SR/GUERRA AG GR,2008,"R$ 40.000,00",PESADOS,28/6/2024,INATIVO,,rodrigo.martins.silva@ficticio.com.br,PR,Cambé,2026-02-05 01:54:33.557723 UTC
KFU-1897,XLZIIIPQ6ZC4J03DJ,BEATRIZ CARVALHO ALMEIDA,230.340.212-76,24/03/1987,OUTROS,SR/GUERRA AG GR,2023,"R$ 200.000,00",PESADOS,28/2/2025,ATIVO,(17) 92846-4322,julia.lima.barbosa@ficticio.com.br,PR,Cambé,2026-02-05 01:54:33.557723 UTC
YNG-1010,U297ECKE22EQQUEQ0,RAFAEL SANTOS ALVES,882.471.787-69,06/10/1987,OUTROS,SR/GUERRA AG GR,1999,"R$ 65.000,00",PESADOS,1/9/2024,INATIVO,(98) 95882-1791,ricardo.melo.carvalho@gmail.com,PR,Cantagalo,2026-02-05 01:54:33.557723 UTC
PLH-0449,XETNWLZKE0GK1MDN8,joão mel~o rocha,616.633.807-40,24/01/1977,OUTROS,SR/GUERRA AG GR,2020,"R$ 140.000,00",PESADOS,20/6/2024,INATIVO,,beatriz.ribeiro.rocha@hotmail.com,PR,São João,2026-02-05 01:54:33.557723 UTC
XEL-0577,QX2951SNI1I2IZYJ0,fErNanda   aLMeiDA   silvA,340.158.634-52,28/04/1983,OUTROS,SR/GUERRA AG GR,1997,"R$ 60.000,00",PESADOS,10/8/2025,INATIVO,(53) 96680-6,gustavo.santos.oliveira@ficticio.com.br,RS,Vitorino,2026-02-05 01:54:33.557723 UTC
PME-3144,M0GHIGLMBU0O8RBJR,AMANDA SILVA PEREIRA,743.146.453-96,21/08/1970,OUTROS,SR/GUERRA AG GR,2004,"R$ 30.000,00",PESADOS,5/7/2024,INATIVO,(75) 97157-6371,ricardo.souza.barbosa@gmail.com,PR,Mallet,2026-02-05 01:54:33.557723 UTC
JZZ-1092,ESE5WKV0BN7KEVW46,BRUNA SANTOS ARAÚJO,115.259.773-25,28/10/1991,OUTROS,SR/GUERRA AG GR,2004,"R$ 30.000,00",PESADOS,5/7/2024,INATIVO,(42) 99222-4246,julia.carvalho.barbosa@gmail.com,PR,Cambé,2026-02-05 01:54:33.557723 UTC
BZE-3327,P2P4QOHX0P008UWLJ,JULIA SILVA SOUZA,907.199.506-17,21/01/1973,OUTROS,SR/GUERRA CHARGER SI,2008,"R$ 95.000,00",PESADOS,18/10/2024,SUSPENSO TEMPORARIAMENTE,(31) 99849-4409,camila.ferreira.almeida@outlook.com,PR,São Bento do Sul,2026-02-05 01:54:33.557723 UTC
KSX-3622,MZPR5PFMU0Y31YLIF,RODRIGO   CARVALHO   BARBOSA,849.803.450-27,16/03/1969,OUTROS,SR/LIBRELATO CACAENCR 3E,2012,"R$ 60.000,00",PESADOS,23/10/2024,INATIVO,,ana.souza.ribeiro@ficticio.com.br,PR,Balsa Nova,2026-02-05 01:54:33.557723 UTC
WKF-9369,TKGJEP8LJOUHJP3RE,PEDRO ALVES SILVA,395.642.570-54,22/01/1978,OUTROS,SR/NOMA SEMIRREBOQUE GRANELEIRO,2023,"R$ 250.000,00",PESADOS,10/6/2024,INATIVO,(91) 92400-6616,gustavo.alves.lima@hotmail.com,,Navegantes,2026-02-05 01:54:33.557723 UTC
JSB-7120,O7UC74FU0SS3R3MLU,RICARDO CARVALHO ALMEIDA~,666.569.790-18,20/07/1985,OUTROS,19-320 E Constellation Titan Tractor 2p,2009,"R$ 143.351,00",Pesados,13/6/2025,INATIVO,,beatriz.souza.rocha@hotmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
JQI-5714,7OWYS1XWP3VLNVDUZ,BEATRIZ RODRIGUES RODRIGUES,469.155.560-17,16/08/1987,OUTROS,1944-S 3-Eixos 2p (diesel),2005,"R$ 144.173,00",Pesados,18/1/2025,INATIVO,(94) 96947-2827,gustavo.araújo.rocha@outlook.com,PR,Cianorte,2026-02-05 01:54:33.557723 UTC
GBV-4598,6Z9LF76GFIBAUNLHQ,LETÍCIA CARVALHO GOMES-,200.517.480-91,12/09/1968,OUTROS,24-250 E Constellation 3-Eixos 2p (diese,2007,"R$ 172.743,00",Pesados,4/9/2025,INATIVO,TEL: (49) 96528-1997,letícia.ribeiro.rocha@gmail.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
RDM-7189,LJC179HNGI7PTCWU2,R%AFAEL   RIBEIRO   RODRIGUES,916.361.668-75,12/09/1970,OUTROS,24-250 E Constellation 3-Eixos 2p (diese,2007,"R$ 168.591,00",Pesados,8/1/2026,ATIVO,43930864971,maria.silva.almeida18@ficticio.com.br,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
ZUG-2014,5I8LWB49BTUDI1MFN,rafael cardoso barbosa!,663.869.596-29,01/07/1968,OUTROS,25-370 E Constel. 6x2 Tractor 2p (dies.),2009,"R$ 192.451,00",Pesados,24/7/2025,ATIVO,(22) 90226-5,julia.ferreira.santos@gmail.com,PR,Chapecó,2026-02-05 01:54:33.557723 UTC
IQV-7541,TUS3620TSZMWKIMS1,CAMILA MELO SANTOS,810.629.645-41,07/11/1969,OUTROS,31-260 E Constel. 6x4 3-Eixos 2p (die.),2009,"R$ 212.905,00",Pesados,14/11/2023,INATIVO,(36) 95586-9235,ricardo.oliveira.oliveira@gmail.com,SC,Capinzal,2026-02-05 01:54:33.557723 UTC
LBO-2398,45CXQ5SF14E6GDZGL,TIAGO GOMES MARTINS,394.258.983-61,08/11/1989,OUTROS,31-330 E Constel. 6x4 2p (diesel)(E5),2014,"R$ 396.767,00",Pesados,16/06/2025,INADIMPLENTE,(18) 94552-8018,maria.rodrigues.alves@empresa.com,PR,Arapongas,2026-02-05 01:54:33.557723 UTC
VPL-3925,UPGN2GLC9WFOI6HVS,PEDRO SOUZA MARTINS,684.606.349-79,24/04/1988,OUTROS,Accelo 915C 2p (diesel),2011,"R$ 172.737,00",Pesados,04/09/2025,INATIVO,(50) 98383-2045,bruna.rodrigues.barbosa@outlook.com,PR,São Lourenço do Oeste,2026-02-05 01:54:33.557723 UTC
OAZ-7523,Z4EHSHB6BJT4S6P6H,MATEUS SANTOS CARVALHO,527.933.480-61,18/05/1976,OUTROS,Actros 2546 LS 6x2 2p (diesel) (E5),2013,"R$ 203.066,00",Pesados,10/8/2025,ATIVO,(63) 93260-9608,bruna.martins.santos@gmail.com,PR,Mandaguaçu,2026-02-05 01:54:33.557723 UTC
WWF-7655,M7QA5SLL5FW76AZ7E,RAFAEL SANTOS MARTINS,908.604.784-77,13/11/1979,OUTROS,Actros 2548 LS 6x2 2p (diesel)(E6),2024,"R$ 674.046,00",Pesados,26/08/2025,ATIVO,(27) 98709-6813,maria.rodrigues.cardoso@hotmail.com,PR,Curitiba,2026-02-05 01:54:33.557723 UTC
FEW-8464,X5MRHVSPWXT71L0WE,JOÃO ALVES CARVALHO,282.330.175-98,23/05/1970,OUTROS,Actros 2548 LS 6x2 2p (diesel)(E6),2024,"R$ 674.046,00",Pesados,26/08/2025,ATIVO,(59) 99456-5216,letícia.lima.ferreira@outlook.com,SC,Cambé,2026-02-05 01:54:33.557723 UTC
VUX-1037,70CQO8VE7C6Q8IBTH,LUCAS ARAÚJO FERREIRA,811.115.121-10,10/02/1990,OUTROS,Actros 2651 S 6x4 2p (diesel)(E5),2017,"R$ 320.008,00",Pesados,10/8/2025,ATIVO IRREGULAR,TEL: (40) 92599-9688,,AC,Tatuí,2026-02-05 01:54:33.557723 UTC
JIU-7076,LFL97OW9MXCDW9QFP,MARIA SANTOS RIBEIRO,902.823.376-10,20/07/1968,OUTROS,Atego 2425 3-Eixos 2p (diesel),2011,"R$ 246.633,00",Pesados,03/09/2025,ATIVO,(71) 93882-4,tiago.pereira.almeida@outlook.com,SC,Marumbi,2026-02-05 01:54:33.557723 UTC
IAG-5560,GDPU562XPS2DFGHBX,!JOÃO MELO ARAÚJO,946.258.418-21,28/07/1976,OUTROS,Atego 2425 3-Eixos 2p (diesel),2011,"R$ 254.002,00",Pesados,30/11/2025,ATIVO,,letcia.rocha.melo41@hotmail.com,PR,Paiçandu,2026-02-05 01:54:33.557723 UTC
NYD-3083,XN2NXIVNAO720NX25,-BEATRIZ SANTOS COSTA,476.932.337-80,10/04/1979,OUTROS,Atego 2430 6x2 2p (diesel)(E5),2018,"R$ 349.061,00",Pesados,20/8/2024,INATIVO,(95) 99847-4,,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
VTH-2865,62RZEFHE4IL5828TW,^ANA   MELO   OLIVEIRA,391.448.697-52,19/06/1969,OUTROS,Atron 1635 S 2p (diesel) (E5),2018,"R$ 299.300,00",Pesados,25/08/2025,INATIVO,(11) 99218-1,fernanda.martins.alves@hotmail.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
GGY-1869,CF5XV1KS5II234C73,BEATRIZ BARBOSA CARDOSO,232.447.428-52,21/01/1983,OUTROS,Axor 2540 S 6x2 2p (diesel),2006,"R$ 152.163,00",Pesados,1/7/2023,INATIVO,(74) 96004-7381,maria.costa.ribeiro@empresa.com,SC,Cambé,2026-02-05 01:54:33.557723 UTC
GQK-8405,UPXASU9ZVA8XTGW02,ANA   ALMEIDA ´  MELO,590.759.296-76,24/12/1975,OUTROS,Axor 2540 S 6x2 2p (diesel),2008,"R$ 161.337,00",Pesados,7/2/2024,INATIVO,41965226046,rodrigo.alves.melo@ficticio.com.br,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
OQL-1122,HNRM735IJGV6I61N3,~JULI!A RIBEIRO PEREIRA,549.337.657-12,05/11/1979,OUTROS,Axor 2544 S/LS 6x2 2p (diesel) (E5),2021,"R$ 451.289,00",Pesados,15/07/2025,INATIVO,93956343395,,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
LRV-4432,XSR28SPNENBSZL4CV,RAFAEL CARVALHO RODRIGUES,756.811.681-92,28/08/1984,FIAT,CARGO 1622 T 3-Eixos 2p (diesel),1999,"R$ 74.588,00",Pesados,20/12/2025,ATIVO,(67) 93655-5,,PR,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
EYW-9268,WDNMQ16VFZRX0V4V4,MARIA  CARDOSO  ´PEREIRA,201.627.215-92,16/01/1988,FIAT,CARGO 2422/ 2422 E 3-Eixos 2p (diesel),2011,"R$ 231.254,00",Pesados,30/07/2025,ATIVO,TEL: (98) 93353-5306,mateus.alves.gomes@outlook.com,PR,Maringá,2026-02-05 01:54:33.557723 UTC
DDB-0779,Q0AXPI9FW4X69G9O8,MATEUS   ARAÚJO   MELO%,263.157.320-72,15/04/1969,FIAT,CARGO 2422/ 2422 E 3-Eixos 2p (diesel),2005,"R$ 177.458,00",Pesados,29/4/2025,ATIVO,11951879326,fernanda.gomes.gomes@ficticio.com.br,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
RYQ-0451,4MDWFGT0LI2IJ4TNB,AMANDA LIMA CARDOSO,385.896.268-17,19/09/1985,FIAT,CARGO 2628 E 6x4 T 3-Eixos 2p (diesel),2006,"R$ 162.124,00",Pesados,15/07/2025,INATIVO,78972018157,gabriel.barbosa.silva@gmail.com,PR,Cianorte,2026-02-05 01:54:33.557723 UTC
THP-4946,Y1E0GZVJ02W346YJ9,%LARISSA   PEREIRA   ARAÚJO,646.250.966-11,08/01/1968,OUTROS,DAILY CHASSI 49.12/ 50.13 2p (diesel),2004,"R$ 40.839,00",Pesados,05/09/2025,ATIVO,,tiago.rodrigues.santos@empresa.com,PR,Lucas do Rio Verde,2026-02-05 01:54:33.557723 UTC
WLG-7040,72Q91P3W62UDG5PIJ,PEDRO RIBEIRO ALVES,359.748.494-73,27/05/1988,FIAT,EUROCARGO CAVALLINO 450-E32 T 2p (dies.),2008,"R$ 97.479,00",Pesados,12/8/2025,ATIVO,(55) 92341-9456,rodrigo.lima.barbosa@outlook.com,PR,Londrina,2026-02-05 01:54:33.557723 UTC
YPZ-7942,OITDBUQXWPDYNIYIT,BEATRIZ LIMA SANTOS,315.274.232-31,16/06/1969,OUTROS,FH 400 6x2 2p (diesel),2007,"R$ 170.903,00",Pesados,22/09/2025,ATIVO,TEL: (51) 97186-5383,maria.gomes.rodrigues45@outlook.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
KZW-4774,A4NQGQUEHQLO3ADA7,JOÃO SILVA LIMA,921.268.287-51,07/02/1985,OUTROS,FH 400 GLOBETROTTER 6x2 2p (diesel),2006,"R$ 171.765,00",Pesados,25/08/2025,INATIVO,(36) 97798-4,ana.alves.almeida@hotmail.com,PR,Balsa Nova,2026-02-05 01:54:33.557723 UTC
MQM-6591,Q2LBZ5L29D0N4ILO7,LUCAS FERREIRA SILVA,166.793.472-70,11/04/1975,OUTROS,FH 440 4x2 2p (diesel),2010,"R$ 227.083,00",Pesados,30/10/2023,INATIVO,(13) 93511-7071,gustavo.cardoso.souza@gmail.com,PR,Ipiranga,2026-02-05 01:54:33.557723 UTC
KSP-4518,KSZNHOS8YXTHV03II,^BEATRIZ   COSTA   COSTA,241.614.322-59,08/09/1981,OUTROS,FH 440 6x2 2p (diesel),2009,"R$ 209.522,00",Pesados,2/1/2026,ATIVO,(62) 91646-3,,PR,Céu Azul,2026-02-05 01:54:33.557723 UTC
EAH-1598,TSDDC4MF74TKGPV1E,RICARDO MELO SANTOS,137.981.641-14,25/07/1982,OUTROS,FH 440 6x4 2p (diesel),2011,"R$ 235.433,00",Pesados,21/10/2025,ATIVO,(39) 98673-6919,tiago.cardoso.barbosa@empresa.com,PR,Carlópolis,2026-02-05 01:54:33.557723 UTC
HUI-0753,NJQTDCHLA6RUDAJYU,JULIA ROCHA SOUZA,503.263.184-36,06/04/1970,OUTROS,FH 440 GLOBETROTTER 6x2 2p (diesel),2011,"R$ 218.115,00",Pesados,18/11/2025,ATIVO,(82) 93502-7259,maria.oliveira.cardoso@empresa.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
YCY-5803,HJT0BVWD0EDJ7Y2T1,MATEUS FERREIRA LIMA,963.378.552-50,25/01/1971,OUTROS,FH 520 6x4 2p (diesel),2009,"R$ 260.623,00",Pesados,16/10/2023,INATIVO,(49) 95585-3119,ricardo.cardoso.silva@gmail.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
ZDH-7791,YGU0TRAHST391PD2R,Lucas CaRDoSo RibeIro,866.847.567-16,27/09/1990,OUTROS,FH-12 380 4x2 2p (diesel),2005,"R$ 132.712,00",Pesados,24/07/2025,ATIVO,TEL: (56) 94592-6270,beatriz.gomes.almeida@ficticio.com.br,PR,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
