status,dt_contrato,nome_associado,placa,modelo_veiculo,fipe,linha,cidade,uf,telefone,anotacoes,dt_envio,dt_entrega,status_envio,termo_assinado,status_instalacao,auto_eletrica_compativel,valor_instalacao,imei_aparelho,empresa_rastreamento,login,senha,ingested_at,dt_instalacao
ATIVO,8/4/2024,AMANDA ALMEIDA ARAÚJO,UAW-3059,Golf 1.6 Mi Trip/ Sport 101cv 8V,"R$ 25.384,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,SP,(38) 98497-2108,Gerado automaticamente para sincronização,11/04/2024,,ENVIADO,NÃO,PENDENTE,CENTRO AUTOMOTIVO CONFIANÇA,"R$ 80,00",56698235.0,Azimute,amanda27,101292.0,2026-02-12 17:54:19.032886 UTC,
ATIVO,15/5/2024,LARIsSA rOCha cARdOSO,IDY-0683,H100 GLS Diesel,"R$ 23.410,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(93) 96741-9,Gerado automaticamente para sincronização,19/05/2024,,ENVIADO,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 90,00",35566906.0,Azimute,larissa15,747566.0,2026-02-12 17:54:19.033732 UTC,
ATIVO,23/9/2022,JOÃO CARDOSO PEREIRA,UOM-0781,SANDERO Authentique Flex 1.0 12V 5p,"R$ 42.808,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(74) 96226-9028,Gerado automaticamente para sincronização,02/10/2022,,ENVIADO,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 90,00",33868784.0,Azimute,joão48,531486.0,2026-02-12 17:54:19.049656 UTC,
ATIVO,11/12/2025,AMANDA  SOUZA  OLIVEIRA,YUF-2641,C4 LOUNGE S 1.6 Turbo Flex Aut.,"R$ 51.461,00",Leves,Cascavel,PR,TEL: (16) 96943-2117,,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,08/09/2025,MATEUS   SANTOS   COSTA,VAU-7296,JETTA Comfortline 2.0 T.Flex 8V 4p Mec.,"R$ 54.528,00",Leves,Cascavel,PR,(54) 90924-5,,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
INADIMPLENTE,01/09/2025,LUCAS ALVES PEREIRA,MEW-2916,JOURNEY RT 3.6 AWD V6 Aut.,"R$ 60.865,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(69) 90844-8377,INADIMPLENTE,,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,09/01/2026,joão costa barbosa,JLG-5909,TRACKER LTZ 1.4 Turbo 16V Flex 4x2 Aut.,"R$ 80.145,00",Leves,Cascavel,PR,TEL: (48) 92479-7271,,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,02/07/2025,Maria c~Arvalho GOmES,YVE-9827,Frontier SV ATTACK CD 4x2 2.5 TB Diesel,"R$ 98.465,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,83959473604,"26/08/25 - Primeiro contato realizado, não quer aderir no momento",,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,11/07/2025,RAfAEl aLVeS CARvALHO,IOS-4244,S10 Pick-Up Luxe 2.8 4x2 CD TB Int.Dies.,"R$ 52.264,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(69) 95121-1,"26/08/25 - Primeiro contato realizado, aguardando resposta",,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,11/12/2025,MATEUS ROCHA ROCHA,PQD-2407,HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p,"R$ 67.998,00",Leves,Cascavel,PR,(23) 98805-6,,,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,13/09/2025,GUSTAVO FERREIRA ARAÚJO,BZM-4272,Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,"R$ 166.885,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,TEL: (59) 92343-4339,27/08/25 - Primeiro contato realizado: SEM RESPOSTA,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,15/07/2025,LARISSA PEREIRA ROCHA,WXL-1866,ETIOS CROSS 1.5 Flex 16V 5p Aut.,"R$ 61.138,00",Leves,Cascavel,PR,,27/08/25 - Primeiro contato realizado: SEM RESPOSTA,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,01/03/2025,@RAFAEL SOUZA MARTINS,PHX-3742,HB20 Comfort Plus 1.0 TB Flex 12V Mec.,"R$ 54.351,00",Leves,Cascavel,PR,TEL: (72) 92986-5541,,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO IRREGULAR,05/11/2025,lucas rocha gomes,YEW-1091,Focus Fastback TIT./T.PLUS 2.0 Flex Aut.,"R$ 66.255,00",Leves,Cascavel,PR,(41) 96173-7,,,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,11/08/2025,!LUCAS CARVALHO ALMEIDA,XHQ-2796,Corolla XEi 1.8/1.8 Flex 16V Aut.,"R$ 52.822,00",Leves,Cascavel,PR,,27/08/25 - Primeiro contato realizado: SEM RESPOSTA,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO IRREGULAR,05/11/2025,LUCAS ALVES SANTOS,PAJ-1234,Corolla GLi 1.8 Flex 16V Mec.,"R$ 54.272,00",Leves,Cascavel,PR,(99) 98267-1627,,,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 150,00",,,,,2026-02-05 01:42:11.737363 UTC,
ATIVO,29/01/2026,Pedro Gomes Santos,KYN-1000,COROLLA,"R$ 132.000,00",Leves,Cascavel,PR,(53) 97588-3174,,,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 80,00",549459.0,Azimute,pedro81,731787.0,2026-02-11 17:34:11.173528 UTC,
ATIVO,18/01/2026,Ana Ferreira Ferreira,FCJ-2598,COROLLA,"R$ 21.000,00",Leves,Cascavel,PR,(21) 98174-9074,,,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 120,00",295763.0,Azimute,ana59,441100.0,2026-02-11 17:34:11.174627 UTC,
ATIVO,14/06/2025,Ana Oliveira Barros,RXV-6110,COROLLA,"R$ 463.000,00",Leves,Cascavel,PR,(99) 97873-6281,,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 80,00",23575074.0,Azimute,ana78,589432.0,2026-02-11 17:35:21.287367 UTC,
ATIVO,06/06/2024,Paulo Rodrigues Almeida,SPP-3921,CIVIC,"R$ 525.000,00",Leves,Cascavel,PR,(91) 95592-6341,,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 150,00",41421597.0,Azimute,paulo60,446433.0,2026-02-11 17:35:21.303056 UTC,
ATIVO,18/05/2025,Ana Oliveira Oliveira,QVF-8199,HB20,"R$ 484.000,00",Leves,Cascavel,PR,(64) 98671-7017,,,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 150,00",62490691.0,Azimute,ana21,963243.0,2026-02-11 17:35:21.304201 UTC,
ATIVO,12/08/2025,Camila Ribeiro Pereira,HNR-5189,CG 160,"R$ 75.000,00",Motos,Cascavel,PR,(70) 98590-2114,,,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 120,00",29296265.0,Azimute,camila25,670662.0,2026-02-11 17:35:21.304834 UTC,
ATIVO,18/08/2025,Pedro Almeida Almeida,PQQ-4208,STRADA,"R$ 411.000,00",Leves,Cascavel,PR,(55) 99539-2060,,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 150,00",58045629.0,Azimute,pedro32,812729.0,2026-02-11 17:35:21.305171 UTC,
ATIVO,22/01/2025,Felipe Martins Monteiro,GFQ-1454,GOL,"R$ 469.000,00",Leves,Cascavel,PR,(51) 96133-3333,,,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 100,00",21959118.0,Azimute,felipe69,480768.0,2026-02-11 17:35:21.312103 UTC,
ATIVO,03/10/2024,Fernanda Alves Martins,NDG-9131,R450,"R$ 401.000,00",Pesados,Cascavel,PR,(28) 95364-9221,,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 90,00",82460734.0,Azimute,fernanda63,726503.0,2026-02-11 17:35:21.312230 UTC,
ATIVO,22/05/2024,Gustavo Carvalho Rodrigues,ZFI-3612,CIVIC,"R$ 509.000,00",Leves,Cascavel,PR,(43) 91489-5922,,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 120,00",37587148.0,Azimute,gustavo9,192362.0,2026-02-11 17:35:21.315895 UTC,
ATIVO,05/02/2026,Fernanda Ribeiro Oliveira,IAU-9666,XF,"R$ 227.000,00",Pesados,Cascavel,PR,(73) 92006-9609,,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 100,00",18967084.0,Azimute,fernanda35,487190.0,2026-02-11 17:38:17.995464 UTC,
ATIVO,18/06/2024,Bruno Santos Martins,JRG-6980,ONIX,"R$ 587.000,00",Leves,Cascavel,PR,(57) 94917-6775,,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 100,00",81630498.0,Azimute,bruno49,385901.0,2026-02-11 17:38:18.027998 UTC,
ATIVO,1/9/2024,$pedro araújo rocha,ZQO-5451,17-230 Worker 2p (diesel)(E5),"R$ 252.704,00",CAMINHãO,Cascavel,RS,38972015495,Gerado automaticamente para sincronização,,,PENDENTE,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 80,00",67696961.0,Azimute,$pedro53,820647.0,2026-02-12 17:54:18.894411 UTC,
ATIVO,1/10/2024,RICARDO FERREIRA RIBEIRO,VMM-0146,CARGO 2628 E 6x4 T 3-Eixos 2p (diesel),"R$ 188.486,00",CAMINHãO,Cascavel,PR,(25) 91816-7615,Gerado automaticamente para sincronização,,,PENDENTE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 80,00",62189454.0,Azimute,ricardo20,212029.0,2026-02-12 17:54:18.909086 UTC,
ATIVO,28/11/2024,~peDro ALVes aRaújo,ZSD-3993,G-360 A 4x2 3-Eixos/A 6x2 2p (dies.)(E5),"R$ 342.355,00",CAMINHãO,Cascavel,PR,76917926501,Gerado automaticamente para sincronização,,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 80,00",70394707.0,Azimute,~pedro66,112887.0,2026-02-12 17:54:18.917958 UTC,
ATIVO,26/11/2025,RAFAEL SANTOS ALVES,BIX-1131,SR/GUERRA AG GR,"R$ 37.500,00",Carretas,Cascavel,PR,(40) 94407-6829,Gerado automaticamente para sincronização,,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 100,00",51607358.0,Azimute,rafael87,545080.0,2026-02-12 17:54:18.936951 UTC,
ATIVO,1/7/2025,#laRiSsA   SouzA   RodRIGUes,TZV-0148,SANDERO STEPWAY Hi-Flex 1.6 16V 5p,"R$ 31.480,00",Leves,Cascavel,PR,TEL: (54) 90585-3214,Gerado automaticamente para sincronização,,,PENDENTE,NÃO,PENDENTE,OFICINA SUL,"R$ 120,00",16510706.0,Azimute,#larissa44,650593.0,2026-02-12 17:54:18.973301 UTC,
ATIVO,05/11/2025,LARISSA  MELO  ALMEIDA,SCV-9896,HOWO 420 A7 6x2 2p (diesel)(E5),"R$ 81.645,00",Pesados,Cascavel,RS,,Gerado automaticamente para sincronização,,,PENDENTE,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 90,00",90112662.0,Azimute,larissa47,587875.0,2026-02-12 17:54:19.005659 UTC,
ATIVO,21/8/2024,RAfAEL CARvALho aLVES,JBO-8818,AIRCROSS Exclusive 1.6 Flex 16V 5p Mec.,"R$ 35.320,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,SC,,Gerado automaticamente para sincronização,,,PENDENTE,NÃO,PENDENTE,CENTRO AUTOMOTIVO TOTAL,"R$ 150,00",94191150.0,Azimute,rafael36,213851.0,2026-02-12 17:54:19.012169 UTC,
ATIVO,8/1/2023,JULIA RIBEIRO BARBOSA,UWK-8657,ETIOS X 1.3 Flex 16V 5p Mec.,"R$ 44.461,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,RS,92979729573,Gerado automaticamente para sincronização,,,PENDENTE,NÃO,PENDENTE,TECH SANTOS,"R$ 90,00",71044928.0,Azimute,julia94,838902.0,2026-02-12 17:54:19.024980 UTC,
ATIVO,8/2/2024,JoÃO FERREIrA SIlva,VPB-4958,ONIX HATCH ACTIV 1.4 8V Flex 5p Mec.,"R$ 65.740,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,RS,(97) 96984-1,Gerado automaticamente para sincronização,,,PENDENTE,NÃO,PENDENTE,TECH SANTOS,"R$ 120,00",53916780.0,Azimute,joão8,579791.0,2026-02-12 17:54:19.044423 UTC,
ATIVO,03/05/2024,Roberto Rodrigues Almeida,TES-2908,COROLLA,"R$ 327.000,00",Leves,Caxias do Sul,RS,(10) 97210-8331,,04/05/2024,16/05/2024,ENTREGUE,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 80,00",56131675.0,Azimute,roberto75,816252.0,2026-02-11 17:35:21.274996 UTC,
ATIVO,18/11/2025,Paulo Ribeiro Costa,HZS-9052,HB20,"R$ 27.000,00",Leves,Caxias do Sul,RS,(31) 93017-1689,,22/11/2025,27/11/2025,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 90,00",35042849.0,Azimute,paulo37,321658.0,2026-02-11 17:35:21.280301 UTC,29/11/2025
ATIVO,23/03/2024,Mariana Almeida Freitas,OCX-5177,FH 540,"R$ 87.000,00",Pesados,Caxias do Sul,RS,(71) 99446-2005,,30/03/2024,03/04/2024,ENTREGUE,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 120,00",70189122.0,Azimute,mariana67,331904.0,2026-02-11 17:35:21.282769 UTC,
ATIVO,30/05/2025,Ricardo Souza Monteiro,MGD-2829,GOL,"R$ 472.000,00",Leves,Caxias do Sul,RS,(72) 93755-8382,,02/06/2025,13/06/2025,ENTREGUE,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 100,00",53341182.0,Azimute,ricardo36,156949.0,2026-02-11 17:35:21.293415 UTC,
ATIVO,29/05/2025,Bruno Barbosa Lima,JXZ-3355,CIVIC,"R$ 184.000,00",Leves,Caxias do Sul,RS,(81) 96951-8939,,07/06/2025,18/06/2025,ENTREGUE,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 120,00",21340250.0,Azimute,bruno30,690443.0,2026-02-11 17:35:21.314553 UTC,
ATIVO,08/02/2024,Fernanda Souza Freitas,KHE-4807,KICKS,"R$ 357.000,00",Leves,Caxias do Sul,RS,(88) 98720-6741,,17/02/2024,03/03/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 120,00",63156091.0,Azimute,fernanda30,237822.0,2026-02-11 17:38:17.990228 UTC,08/03/2024
ATIVO,25/06/2024,Rodrigo Moraes Costa,GAM-3496,ONIX,"R$ 379.000,00",Leves,Caxias do Sul,RS,(15) 99911-2017,,03/07/2024,16/07/2024,ENTREGUE,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 90,00",12403746.0,Azimute,rodrigo14,844355.0,2026-02-11 17:38:17.991776 UTC,
ATIVO,21/08/2023,Ricardo Mendes Pereira,IDI-8361,COROLLA,"R$ 426.000,00",Leves,Caxias do Sul,RS,(22) 98988-8760,,31/08/2023,06/09/2023,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 100,00",99627434.0,Azimute,ricardo46,499979.0,2026-02-11 17:38:17.999307 UTC,07/09/2023
ATIVO,17/06/2025,Larissa Alves Oliveira,ANR-4500,KWID,"R$ 581.000,00",Leves,Caxias do Sul,RS,(18) 95189-1710,,27/06/2025,02/07/2025,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 90,00",43488704.0,Azimute,larissa25,112683.0,2026-02-11 17:38:18.007970 UTC,02/07/2025
ATIVO,29/04/2024,Gabriela Santos Ferreira,IHM-9352,KICKS,"R$ 156.000,00",Leves,Caxias do Sul,RS,(18) 94063-3954,,07/05/2024,15/05/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 120,00",55540707.0,Azimute,gabriela55,430897.0,2026-02-11 17:38:18.010062 UTC,15/05/2024
ATIVO,26/01/2023,Gustavo Barros Barbosa,FRV-3905,KWID,"R$ 112.000,00",Leves,Caxias do Sul,RS,(24) 95996-5087,,05/02/2023,20/02/2023,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 90,00",67316157.0,Azimute,gustavo98,645456.0,2026-02-11 17:38:18.015234 UTC,21/02/2023
ATIVO,09/09/2023,Mariana Santos Rodrigues,JRU-0383,CB 500,"R$ 436.000,00",Motos,Caxias do Sul,RS,(47) 93624-8371,,14/09/2023,24/09/2023,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 150,00",38887619.0,Azimute,mariana69,186887.0,2026-02-11 17:38:18.030338 UTC,29/09/2023
ATIVO,25/11/2025,Fernanda Freitas Ferreira,SWR-0298,GOL,"R$ 255.000,00",Leves,Caxias do Sul,RS,(39) 99144-7008,,05/12/2025,13/12/2025,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 120,00",33550634.0,Azimute,fernanda52,194472.0,2026-02-11 17:38:18.048754 UTC,18/12/2025
ATIVO,31/10/2023,RICARDO FERREIRA ALVES~_,ROI-1773,CARGO 816 E/816 S Turbo 2p (diesel)(E5),"R$ 172.160,00",TERCEIROS,Caxias do Sul,PR,(16) 99184-6,Gerado automaticamente para sincronização,07/11/2023,17/11/2023,ENTREGUE,SIM,INSTALADO,AUTO ELÉTRICA RÁPIDO,"R$ 120,00",26493196.0,Azimute,ricardo16,971752.0,2026-02-12 17:54:19.008787 UTC,21/11/2023
ATIVO,19/12/2024,Carlos Ribeiro Barbosa,IUR-7884,FAZER 250,"R$ 157.000,00",Motos,Caxias do Sul,RS,(40) 97944-2019,,27/12/2024,,ENVIADO,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 120,00",23611345.0,Azimute,carlos15,448295.0,2026-02-11 17:35:21.311656 UTC,
ATIVO,10/05/2025,Felipe Ribeiro Costa,LRC-8539,COROLLA,"R$ 547.000,00",Leves,Caxias do Sul,RS,(13) 98882-2041,,13/05/2025,,ENVIADO,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 80,00",58522876.0,Azimute,felipe55,778310.0,2026-02-11 17:35:21.314277 UTC,
ATIVO,20/08/2025,Bruno Lima Pereira,OEY-0397,RENEGADE,"R$ 277.000,00",Leves,Caxias do Sul,RS,(82) 91378-6830,,21/08/2025,,ENVIADO,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 80,00",52773185.0,Azimute,bruno61,207669.0,2026-02-11 17:35:21.317785 UTC,
ATIVO,03/02/2026,Roberto Martins Barbosa,UYN-9731,ACTROS,"R$ 236.000,00",Pesados,Caxias do Sul,RS,(27) 92896-7702,,04/02/2026,,ENVIADO,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 100,00",15772164.0,Azimute,roberto5,869427.0,2026-02-11 17:35:21.321275 UTC,
ATIVO,16/09/2023,Ricardo Freitas Oliveira,CIC-2864,CB 500,"R$ 94.000,00",Motos,Caxias do Sul,RS,(75) 97467-4941,,24/09/2023,,ENVIADO,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 90,00",57809005.0,Azimute,ricardo57,489759.0,2026-02-11 17:38:18.025229 UTC,
ATIVO,20/05/2024,Gabriela Barbosa Carvalho,CKM-7012,FH 540,"R$ 555.000,00",Pesados,Caxias do Sul,RS,(42) 98139-6235,,23/05/2024,,ENVIADO,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 150,00",65407642.0,Azimute,gabriela51,156365.0,2026-02-11 17:38:18.037015 UTC,
ATIVO,03/06/2025,Beatriz Nascimento Alves,GKG-5832,COROLLA,"R$ 333.000,00",Leves,Caxias do Sul,RS,(79) 93542-5433,,06/06/2025,,ENVIADO,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 150,00",24444434.0,Azimute,beatriz83,243189.0,2026-02-11 17:38:18.048020 UTC,
ATIVO,02/05/2024,Patricia Oliveira Oliveira,GAJ-8178,CG 160,"R$ 170.000,00",Motos,Caxias do Sul,RS,(59) 91218-5438,,,,PENDENTE,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 100,00",41715115.0,Azimute,patricia76,749635.0,2026-02-11 17:35:21.293555 UTC,
ATIVO,18/07/2024,Carlos Barbosa Lima,GVI-9441,ACTROS,"R$ 146.000,00",Pesados,Caxias do Sul,RS,(59) 95207-6111,,,,PENDENTE,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 100,00",29691122.0,Azimute,carlos3,994929.0,2026-02-11 17:35:21.294454 UTC,
ATIVO,29/06/2025,Juliana Gomes Almeida,NZB-7572,FH 540,"R$ 168.000,00",Pesados,Caxias do Sul,RS,(98) 98561-2982,,,,PENDENTE,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 100,00",80805890.0,Azimute,juliana77,135072.0,2026-02-11 17:35:21.314670 UTC,
ATIVO,14/03/2024,Beatriz Mendes Monteiro,CZE-7714,R450,"R$ 376.000,00",Pesados,Caxias do Sul,RS,(35) 91359-8978,,,,PENDENTE,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 80,00",60970306.0,Azimute,beatriz46,716343.0,2026-02-11 17:38:17.982060 UTC,
ATIVO,15/05/2023,Ana Costa Barbosa,XTD-3029,T-CROSS,"R$ 343.000,00",Leves,Caxias do Sul,RS,(12) 97187-3255,,,,PENDENTE,NÃO,PENDENTE,EQUIPADORA DO ALEMÃO,"R$ 100,00",41528957.0,Azimute,ana29,716162.0,2026-02-11 17:38:17.983405 UTC,
ATIVO,25/01/2026,Pedro Monteiro Rodrigues,SED-8824,FH 540,"R$ 418.000,00",Pesados,Chapecó,SC,(41) 98585-8672,,04/02/2026,07/02/2026,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 80,00",86365603.0,Azimute,pedro36,448517.0,2026-02-11 17:35:21.283262 UTC,11/02/2026
ATIVO,27/01/2026,Paulo Martins Martins,HQV-7917,FAZER 250,"R$ 34.000,00",Motos,Chapecó,SC,(27) 95383-3665,,31/01/2026,06/02/2026,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 100,00",28548827.0,Azimute,paulo4,207647.0,2026-02-11 17:35:21.284456 UTC,06/02/2026
ATIVO,06/02/2024,Ricardo Gomes Gomes,LKK-5802,CIVIC,"R$ 180.000,00",Leves,Chapecó,SC,(95) 97530-7673,,15/02/2024,19/02/2024,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 150,00",98707614.0,Azimute,ricardo72,641315.0,2026-02-11 17:35:21.289512 UTC,20/02/2024
ATIVO,30/04/2024,Vanessa Barbosa Ferreira,OMR-2475,CIVIC,"R$ 570.000,00",Leves,Chapecó,SC,(47) 94481-8812,,08/05/2024,20/05/2024,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 80,00",50270237.0,Azimute,vanessa67,100500.0,2026-02-11 17:35:21.294322 UTC,23/05/2024
ATIVO,28/01/2025,Ana Pereira Freitas,KZA-0955,STRADA,"R$ 140.000,00",Leves,Chapecó,SC,(25) 95500-5042,,07/02/2025,13/02/2025,ENTREGUE,NÃO,PENDENTE,OFICINA SILVA,"R$ 150,00",72268688.0,Azimute,ana26,512975.0,2026-02-11 17:35:21.300298 UTC,
ATIVO,19/01/2024,Carlos Martins Freitas,HHP-5016,COROLLA,"R$ 306.000,00",Leves,Chapecó,SC,(79) 99088-7289,,29/01/2024,04/02/2024,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO VELOZ,"R$ 80,00",69473365.0,Azimute,carlos25,931334.0,2026-02-11 17:35:21.309172 UTC,06/02/2024
ATIVO,16/02/2024,Patricia Ferreira Ferreira,IZQ-4500,CIVIC,"R$ 95.000,00",Leves,Chapecó,SC,(16) 95617-4912,,26/02/2024,08/03/2024,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO VELOZ,"R$ 90,00",31428624.0,Azimute,patricia56,624203.0,2026-02-11 17:35:21.312972 UTC,12/03/2024
ATIVO,23/06/2025,Lucas Silva Lima,KPM-7713,COROLLA,"R$ 149.000,00",Leves,Chapecó,SC,(20) 93764-8380,,26/06/2025,28/06/2025,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO VELOZ,"R$ 150,00",42242159.0,Azimute,lucas49,149515.0,2026-02-11 17:35:21.316951 UTC,02/07/2025
ATIVO,22/02/2024,Lucas Rodrigues Martins,IAK-1434,STRADA,"R$ 543.000,00",Leves,Chapecó,SC,(61) 91520-1579,,27/02/2024,12/03/2024,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO VELOZ,"R$ 120,00",67940017.0,Azimute,lucas50,630369.0,2026-02-11 17:35:21.330727 UTC,14/03/2024
ATIVO,13/07/2024,Lucas Pinto Costa,EKU-6692,KWID,"R$ 196.000,00",Leves,Chapecó,SC,(70) 95392-6702,,19/07/2024,29/07/2024,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 90,00",94350886.0,Azimute,lucas74,339092.0,2026-02-11 17:38:17.981216 UTC,01/08/2024
ATIVO,15/01/2025,Carlos Araujo Martins,XCE-6831,RENEGADE,"R$ 280.000,00",Leves,Chapecó,SC,(88) 98705-9444,,17/01/2025,19/01/2025,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 90,00",90671828.0,Azimute,carlos66,158526.0,2026-02-11 17:38:17.982269 UTC,24/01/2025
ATIVO,02/09/2024,Gabriela Pinto Teixeira,QDG-0719,T-CROSS,"R$ 246.000,00",Leves,Chapecó,SC,(42) 98948-1313,,12/09/2024,25/09/2024,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 120,00",92067580.0,Azimute,gabriela73,652816.0,2026-02-11 17:38:17.983314 UTC,29/09/2024
